7524	7537
7524	7538
7524	7565
7524	7566
7524	7568
7524	7580
7682	7690
7682	7691
7682	7696
7682	7697
7682	7699
7682	7700
7682	7702
7682	7703
7682	7707
7682	7708
7682	7713
7682	7716
7682	7718
7682	7719
7682	7721
7682	7722
8885	/bin/cat shell.c 
8885	/bin/cat
8885	shell.c
8885	 asd
8885	asd
8885	8895
8885	done
8885	8896
8885	done
8993	pwd
8993	pwd
8993	9007
8993	done
8993	/bin/cat hw7/shell.c 
8993	/bin/cat
8993	hw7/shell.c
8993	 asd
8993	asd
8993	9042
4314	4360
4490	4512
4490	4513
4490	4514
4490	4515
4490	4516
4490	4517
4490	4518
4490	4519
4490	4520
4490	4521
4490	4522
4490	4523
4490	4524
4490	4525
4490	4526
4490	4527
4490	4528
4490	4529
4490	4530
4490	4531
4490	4532
4490	4533
4490	4534
4490	4535
4490	4536
4490	4537
4490	4538
4490	4539
4490	4540
4490	4541
4490	4542
4490	4543
4490	4544
4490	4545
4490	4546
4490	4547
4490	4548
4490	4549
4490	4552
4490	4554
4490	4555
4490	4556
4490	4557
4490	4558
4490	4559
4490	4560
4490	4561
4490	4562
4490	4563
4490	4564
4490	4565
4490	4566
4490	4567
4490	4568
4490	4569
4490	4570
4490	4571
4490	4572
4490	4573
4490	4574
4490	4575
4490	4577
4490	4578
4490	4579
4490	4580
4490	4581
4490	4582
4490	4583
4490	4584
4490	4585
4490	4586
4490	4587
4490	4588
4490	4589
4490	4590
4490	4591
4490	4592
4490	4593
4490	4594
4490	4595
4490	4596
4490	4597
4490	4598
4490	4599
4490	4600
4490	4601
4490	4602
4490	4603
4490	4604
4490	4605
4490	4606
4490	4607
4490	4608
4490	4609
4490	4610
4490	4611
4490	4612
4490	4613
4490	4614
4490	4615
4490	4616
4490	4617
4490	4618
4490	4619
4490	4620
4490	4621
4490	4622
4490	4623
4490	4624
4490	4625
4490	4626
4490	4627
4490	4628
4490	4629
4490	4630
4490	4631
4490	4632
4490	4633
4490	4634
4490	4635
4490	4636
4490	4637
4490	4638
4490	4639
4490	4640
4490	4641
4490	4642
4490	4643
4490	4644
4490	4645
4490	4646
4490	4647
4490	4648
4490	4649
4490	4650
4490	4651
4490	4652
4490	4653
4490	4654
4490	4655
4490	4656
4490	4657
4490	4658
4490	4659
4490	4660
4490	4661
4490	4662
4490	4663
4490	4664
4490	4665
4490	4666
4490	4667
4490	4668
4490	4669
4490	4670
4490	4671
4490	4672
4490	4673
4490	4674
4490	4675
4490	4676
4490	4677
4490	4678
4490	4679
4490	4680
4490	4681
4490	4682
4490	4683
4490	4684
4490	4685
4490	4686
4490	4687
4490	4688
4490	4689
4490	4690
4490	4691
4490	4692
4490	4693
4490	4694
4490	4695
4490	4696
4490	4697
4490	4698
4490	4699
4490	4700
4490	4701
4490	4702
4490	4703
4490	4704
4490	4705
4490	4706
4490	4707
4490	4708
4490	4709
4490	4710
4490	4711
4490	4712
4490	4713
4490	4714
4490	4715
4490	4716
4490	4717
4490	4718
4490	4719
4490	4720
4490	4721
4490	4722
4490	4723
4490	4724
4490	4725
4490	4726
4490	4727
4490	4728
4490	4729
4490	4730
4490	4731
4490	4732
4490	4733
4490	4734
4490	4735
4490	4736
4490	4737
4490	4738
4490	4739
4490	4740
4490	4741
4490	4742
4490	4743
4490	4744
4490	4745
4490	4746
4490	4747
4490	4748
4490	4749
4490	4750
4490	4751
4490	4752
4490	4753
4490	4754
4490	4755
4490	4756
4490	4757
4490	4758
4490	4759
4490	4760
4490	4761
4490	4762
4490	4763
4490	4764
4490	4765
4490	4766
4490	4767
4490	4768
4490	4769
4490	4770
4490	4771
4490	4772
4490	4773
4490	4774
4490	4775
4490	4776
4490	4777
4490	4778
4490	4779
4490	4780
4490	4781
4490	4782
4490	4783
4490	4784
4490	4785
4490	4786
4490	4787
4490	4788
4490	4789
4490	4790
4490	4791
4490	4792
4490	4793
4490	4794
4490	4795
4490	4796
4490	4797
4490	4798
4490	4799
4490	4800
4490	4801
4490	4802
4490	4803
4490	4804
4490	4805
4490	4806
4490	4807
4490	4808
4490	4809
4490	4810
4490	4811
4490	4812
4490	4813
4490	4814
4490	4815
4490	4816
4490	4817
4490	4818
4490	4819
4490	4820
4490	4821
4490	4822
4490	4823
4490	4824
4490	4825
4490	4826
4490	4827
4490	4828
4490	4829
4490	4830
4490	4831
4490	4832
4490	4833
4490	4834
4490	4835
4490	4836
4490	4837
4490	4838
4490	4839
4490	4840
4490	4841
4490	4842
4490	4843
4490	4844
4490	4845
4490	4846
4490	4847
4490	4848
4490	4849
4490	4850
4490	4851
4490	4852
4490	4853
4490	4854
4490	4855
4490	4856
4490	4857
4490	4858
4490	4859
4490	4860
4490	4861
4490	4862
4490	4863
4490	4864
4490	4865
4490	4866
4490	4867
4490	4868
4490	4869
4490	4870
4490	4871
4490	4872
4490	4873
4490	4874
4490	4875
4490	4876
4490	4877
4490	4878
4490	4879
4490	4880
4490	4881
4490	4882
4490	4883
4490	4884
4490	4885
4490	4886
4490	4887
4490	4888
4490	4889
4490	4890
4490	4891
4490	4892
4490	4893
4490	4894
4490	4895
4490	4896
4490	4897
4490	4898
4490	4899
4490	4900
4490	4901
4490	4902
4490	4903
4490	4904
4490	4905
4490	4906
4490	4907
4490	4908
4490	4909
4490	4910
4490	4911
4490	4912
4490	4913
4490	4914
4490	4915
4490	4916
4490	4917
4490	4918
4490	4919
4490	4920
4490	4921
4490	4922
4490	4923
4490	4924
4490	4925
4490	4926
4490	4927
4490	4928
4490	4929
4490	4930
4490	4931
4490	4932
4490	4933
4490	4934
4490	4935
4490	4936
4490	4937
4490	4938
4490	4939
4490	4940
4490	4941
4490	4942
4490	4943
4490	4944
4490	4945
4490	4946
4490	4947
4490	4948
4490	4949
4490	4950
4490	4951
4490	4952
4490	4953
4490	4954
4490	4955
4490	4956
4490	4957
4490	4958
4490	4959
4490	4960
4490	4961
4490	4962
4490	4963
4490	4964
4490	4965
4490	4966
4490	4967
4490	4968
4490	4969
4490	4970
4490	4971
4490	4972
4490	4973
4490	4974
4490	4975
4490	4976
4490	4977
4490	4978
4490	4979
4490	4980
4490	4981
4490	4982
4490	4983
4490	4984
4490	4985
4490	4986
4490	4987
4490	4988
4490	4989
4490	4990
4490	4991
4490	4992
4490	4993
4490	4994
4490	4995
4490	4996
4490	4997
4490	4998
4490	4999
4490	5000
4490	5001
4490	5002
4490	5003
4490	5004
4490	5005
4490	5006
4490	5007
4490	5008
4490	5009
4490	5010
4490	5011
4490	5012
4490	5013
4490	5014
4490	5015
4490	5016
4490	5017
4490	5018
4490	5019
4490	5020
4490	5021
4490	5022
4490	5023
4490	5024
4490	5025
4490	5026
4490	5027
4490	5028
4490	5029
4490	5030
4490	5031
4490	5032
4490	5033
4490	5035
4490	5036
4490	5037
4490	5038
4490	5039
4490	5040
4490	5041
4490	5042
4490	5043
4490	5044
4490	5045
4490	5046
4490	5047
4490	5048
4490	5049
4490	5050
4490	5051
4490	5052
4490	5053
4490	5054
4490	5055
4490	5056
4490	5058
4490	5059
4490	5060
4490	5061
4490	5062
4490	5063
4490	5064
4490	5065
4490	5066
4490	5067
4490	5068
4490	5069
4490	5070
4490	5071
4490	5072
4490	5073
4490	5074
4490	5075
4490	5076
4490	5077
4490	5078
4490	5079
4490	5080
4490	5081
4490	5082
4490	5083
4490	5084
4490	5085
4490	5086
4490	5087
4490	5088
4490	5089
4490	5090
4490	5091
4490	5092
4490	5093
4490	5094
4490	5095
4490	5096
4490	5097
4490	5098
4490	5099
4490	5100
4490	5101
4490	5102
4490	5103
